price,street,beds,baths,sq ft,link
775000,"48 East Ave #1210, Austin, TX 78701",2 beds,2 baths,"1,270",www.redfin.com/TX/Austin/48-East-Ave-78701/unit-1210/home/180256114
499900,"2508 Hopsack Mills Rd, Austin, TX 78748",3 beds,2.5 baths,"2,458",www.redfin.com/TX/Austin/2508-Hopsack-Mills-Rd-78748/home/51576815
279000,"9525 N Capital Of Texas Hwy #623, Austin, TX 78759",2 beds,1 bath,972,www.redfin.com/TX/Austin/9525-N-Capital-of-Texas-Hwy-78759/unit-623/home/30964585
1250000,"2505 Barton Hills Dr, Austin, TX 78704",4 beds,2.5 baths,"2,135",www.redfin.com/TX/Austin/2505-Barton-Hills-Dr-78704/home/31678940
320000,"3305 W William Cannon Dr Unit A, Austin, TX 78745",2 beds,2 baths,"1,279",www.redfin.com/TX/Austin/3305-W-William-Cannon-Dr-78745/unit-A/home/31966446
2750000,"4407 Waterford Pl, Austin, TX 78731",3 beds,3 baths,"3,440",www.redfin.com/TX/Austin/4407-Waterford-Pl-78731/home/31254887
975000,"3801 Wilson St, Austin, TX 78704",3 beds,2 baths,"1,680",www.redfin.com/TX/Austin/3801-Wilson-St-78704/home/31705032
350000,"5619 Jacaranda Dr, Austin, TX 78744",5 beds,3 baths,"2,036",www.redfin.com/TX/Austin/5619-Jacaranda-Dr-78744/home/31778767
375000,"1139 1/2 Poquito St #3, Austin, TX 78702",2 beds,1.5 baths,624,www.redfin.com/TX/Austin/1139-1-2-Poquito-St-78702/unit-3/home/192176198
698000,"3209 Dolphin Dr #2, Austin, TX 78704",3 beds,3.5 baths,"1,367",www.redfin.com/TX/Austin/3209-Dolphin-Dr-78704/unit-2/home/194092146
485000,"4801 Springdale Rd #2410, Austin, TX 78723",2 beds,2.5 baths,"1,485",www.redfin.com/TX/Austin/4801-Springdale-Rd-78723/unit-2410/home/183774629
1499994,"11516 Eagles Glen Dr, Austin, TX 78732",5 beds,3.5 baths,"5,100",www.redfin.com/TX/Austin/11516-Eagles-Glen-Dr-78732/home/31000993
850000,"6804 Robert Dixon Dr, Austin, TX 78749",5 beds,3.5 baths,"3,661",www.redfin.com/TX/Austin/6804-Robert-Dixon-Dr-78749/home/31722781
835000,"220 Mallet Ct, Austin, TX 78737",4 beds,3.5 baths,"3,393",www.redfin.com/TX/Austin/220-Mallet-Ct-78737/home/33835249
1300000,"8805 Mountain Ridge Dr, Austin, TX 78759",3 beds,3.5 baths,"3,012",www.redfin.com/TX/Austin/8805-Mountain-Ridge-Dr-78759/home/31893541
600000,"17037 Conway Springs Ct, Austin, TX 78717",4 beds,2 baths,"2,180",www.redfin.com/TX/Austin/17037-Conway-Springs-Ct-78717/home/32927960
1395000,"1603 Woodlawn Blvd Unit D, Austin, TX 78703",2 beds,2.5 baths,"1,579",www.redfin.com/TX/Austin/1603-Woodlawn-Blvd-78703/unit-D/home/177531659
269000,"12616 Sky Harbor Dr, Del Valle, TX 78617",4 beds,2 baths,"1,586",www.redfin.com/TX/Del-Valle/12616-Sky-Harbor-Dr-78617/home/31057376
625000,"1702 S Lamar Blvd #3, Austin, TX 78704",2 beds,2.5 baths,"1,523",www.redfin.com/TX/Austin/1702-S-Lamar-Blvd-78704/unit-3/home/32308586
975000,"1111 W Annie St Unit A, Austin, TX 78704",3 beds,3 baths,"1,562",www.redfin.com/TX/Austin/1111-W-Annie-St-78704/unit-A/home/194561260
425000,"11209 American Mustang Loop, Manor, TX 78653",5 beds,3 baths,"2,754",www.redfin.com/TX/Manor/11209-American-Mustang-Loop-78653/home/147334129
1800000,"2112 Lawnmont Ave, Austin, TX 78756",5 beds,4.5 baths,"2,910",www.redfin.com/TX/Austin/2112-Lawnmont-Ave-78756/home/31461625
875000,"1111 W Annie St Unit B, Austin, TX 78704",3 beds,3 baths,"1,562",www.redfin.com/TX/Austin/1111-W-Annie-St-78704/unit-B/home/195221290
299000,"10506 Little Pebble Dr Unit A, Austin, TX 78758",3 beds,1.5 baths,"1,066",www.redfin.com/TX/Austin/10506-Little-Pebble-Dr-78758/unit-A/home/186346398
400000,"11609 Loweswater Ln, Austin, TX 78754",4 beds,2 baths,"2,391",www.redfin.com/TX/Austin/11609-Loweswater-Ln-78754/home/31496443
539000,"1608 Susan Dr, Austin, TX 78734",3 beds,2 baths,"2,145",www.redfin.com/TX/Austin/1608-Susan-Dr-78734/home/31299919
645000,"6802 Rio Bravo Ln, Austin, TX 78737",3 beds,2 baths,"1,940",www.redfin.com/TX/Austin/6802-Rio-Bravo-Ln-78737/home/33812446
710000,"3812 Mira Vista Dr, Austin, TX 78732",4 beds,2.5 baths,"2,965",www.redfin.com/TX/Austin/3812-Mira-Vista-Dr-78732/home/31297471
620000,"3600 Alexandria Dr Dr, Austin, TX 78749",3 beds,2 baths,"1,420",www.redfin.com/TX/Austin/3600-Alexandria-Dr-78749/home/31758476
350000,"516 E Slaughter Ln #604, Austin, TX 78744",4 beds,3.5 baths,"2,064",www.redfin.com/TX/Austin/516-E-Slaughter-Ln-78744/unit-604/home/169747742
1549900,"1719 Spyglass Dr #16, Austin, TX 78746",4 beds,4.5 baths,"2,950",www.redfin.com/TX/Austin/1719-Spyglass-Dr-78746/unit-16/home/179153505
995000,"4419 Diane Dr #1, Austin, TX 78745",4 beds,4.5 baths,"2,451",www.redfin.com/TX/Austin/4419-Diane-Dr-78745/unit-1/home/198438001
525000,"2209 S 1st St #113, Austin, TX 78704",1 bed,1 bath,819,www.redfin.com/TX/Austin/2209-S-1st-St-78704/unit-113/home/191776501
595000,"1401 E 3rd St #2, Austin, TX 78702",1 bed,1.5 baths,724,www.redfin.com/TX/Austin/1401-E-3rd-St-78702/unit-2/home/198097578
1095000,"1401 E 3rd St #1, Austin, TX 78702",3 beds,2.5 baths,"1,708",www.redfin.com/TX/Austin/1401-E-3rd-St-78702/unit-1/home/198415531
999900,"14210 Fort Smith Trl, Austin, TX 78734",4 beds,3 baths,"2,937",www.redfin.com/TX/Austin/14210-Fort-Smith-Trl-78734/home/109926239
394990,"1308 Sweet Bark St, Austin, TX 78745",3 beds,2.5 baths,"1,583",www.redfin.com/TX/Austin/1308-Sweet-Bark-St-78745/home/199976669
3995000,"8408 Carranzo Dr, Austin, TX 78735",4 beds,4.5 baths,"3,995",www.redfin.com/TX/Austin/8408-Carranzo-Dr-78735/home/32315230
1755985,"4205 Prevail Ln, Austin, TX 78731",4 beds,5 baths,"3,839",www.redfin.com/TX/Austin/4205-Prevail-Ln-78731/home/187494281
475000,"8106 Evadean Cir, Austin, TX 78745",4 beds,2.5 baths,"2,233",www.redfin.com/TX/Austin/8106-Evadean-Cir-78745/home/31974153
4590000,"304 Blue Ridge Trl, Austin, TX 78746",5 beds,6.5 baths,"4,662",www.redfin.com/TX/Austin/304-Blue-Ridge-Trl-78746/home/31222562
449900,"4901 Springdale Rd #103, Austin, TX 78723",3 beds,2.5 baths,"2,012",www.redfin.com/TX/Austin/4901-Springdale-Rd-78723/unit-103/home/183806086
875000,"7705 Shelton Rd, Austin, TX 78725",3 beds,2 baths,"1,689",www.redfin.com/TX/Austin/7705-Shelton-Rd-78725/home/31365522
725000,"3101 Val Dr, Austin, TX 78723",4 beds,2 baths,"1,860",www.redfin.com/TX/Austin/3101-Val-Dr-78723/home/31452802
485000,"201 Beneteau Dr, Austin, TX 78738",3 beds,2.5 baths,"1,869",www.redfin.com/TX/Austin/201-Beneteau-Dr-78738/home/186995464
225999,"5628 SE Sunday Silence Dr, Del Valle, TX 78617",3 beds,2 baths,"1,343",www.redfin.com/TX/Del-Valle/5628-Sunday-Silence-Dr-78617/home/32010813
1121900,"204 Leaning Rock Rdg, Austin, TX 78737",4 beds,4.5 baths,"3,080",www.redfin.com/TX/Austin/204-Leaning-Rock-Rdg-78737/home/197880991
1149900,"265 Leaning Rock Rdg, Austin, TX 78737",5 beds,4.5 baths,"3,800",www.redfin.com/TX/Austin/265-Leaning-Rock-Rdg-78737/home/197881039
399000,"3600 S Lamar Blvd #110, Austin, TX 78704",1 bed,1.5 baths,"1,040",www.redfin.com/TX/Austin/3600-S-Lamar-Blvd-78704/unit-110/home/77299650
4650000,"1211 W Riverside Dr W Unit 6B, Austin, TX 78704",3 beds,3.5 baths,"2,713",www.redfin.com/TX/Austin/1211-W-Riverside-Dr-78704/unit-6B/home/199973239
685000,"8414 Briarwood Ln, Austin, TX 78757",3 beds,2 baths,"1,550",www.redfin.com/TX/Austin/8414-Briarwood-Ln-78757/home/31500439
549000,"11808 Buggy Whip Trl, Austin, TX 78750",3 beds,2 baths,"2,012",www.redfin.com/TX/Austin/11808-Buggy-Whip-Trl-78750/home/32784975
309900,"6605 Adair Dr, Austin, TX 78754",3 beds,2 baths,"1,670",www.redfin.com/TX/Austin/6605-Adair-Dr-78754/home/109895924
815000,"2003 Woodmont Ave, Austin, TX 78703",3 beds,2 baths,"1,974",www.redfin.com/TX/Austin/2003-Woodmont-Ave-78703/home/31225742
304900,"14815 Avery Ranch Blvd Unit 403/4B, Austin, TX 78717",2 beds,2.5 baths,"1,461",www.redfin.com/TX/Austin/14815-Avery-Ranch-Blvd-78717/unit-403/home/192175963
1100000,"210 Lee Barton Dr #401, Austin, TX 78704",2 beds,2 baths,"1,600",www.redfin.com/TX/Austin/210-Lee-Barton-Dr-78704/unit-401/home/31116295
349900,"1616 Webberville Rd Unit A, Austin, TX 78721",2 beds,1 bath,720,www.redfin.com/TX/Austin/1616-Webberville-Rd-78721/unit-A/home/31394697
2199990,"2607 Richcreek Rd, Austin, TX 78757",5 beds,3 baths,"3,201",www.redfin.com/TX/Austin/2607-Richcreek-Rd-78757/home/31484307
525000,"2817 Norfolk Dr, Austin, TX 78745",4 beds,2.5 baths,"2,060",www.redfin.com/TX/Austin/2817-Norfolk-Dr-78745/home/31761938
5995000,"12600 Lyndon Dr, Austin, TX 78732",5 beds,6.5 baths,"6,706",www.redfin.com/TX/Austin/12600-Lyndon-Dr-78732/home/31310264
349000,"2001 W Anderson Ln #245, Austin, TX 78757",1 bed,1 bath,679,www.redfin.com/TX/Austin/2001-W-Anderson-Ln-78757/unit-245/home/199970156
260000,"1827 River Crossing Cir Unit C, Austin, TX 78741",2 beds,2.5 baths,"1,100",www.redfin.com/TX/Austin/1827-River-Crossing-Cir-78741/unit-C/home/30979903
989000,"301 West Ave #3108, Austin, TX 78701",2 beds,1 bath,999,www.redfin.com/TX/Austin/301-West-Ave-78701/unit-3108/home/147343257
815000,"2818 E 22nd St #2, Austin, TX 78722",3 beds,2.5 baths,"1,930",www.redfin.com/TX/Austin/2818-E-22nd-St-78722/unit-2/home/199969456
2399000,"4910 W Park Dr, Austin, TX 78731",5 beds,4 baths,"3,525",www.redfin.com/TX/Austin/4910-W-Park-Dr-78731/home/31250468
485000,"1801 Lavaca St Unit 5D, Austin, TX 78701",1 bed,1 bath,"1,189",www.redfin.com/TX/Austin/1801-Lavaca-St-78701/unit-5D/home/31384470
850000,"1225 Grassy Field Rd, Austin, TX 78737",5 beds,4.5 baths,"3,300",www.redfin.com/TX/Austin/1225-Grassy-Field-Rd-78737/home/51557812
1199900,"11316 Woodland Hills Trl, Austin, TX 78732",5 beds,3.5 baths,"3,549",www.redfin.com/TX/Austin/11316-Woodland-Hills-Trl-78732/home/31001279
395000,"12500 Timber Heights Dr, Austin, TX 78754",4 beds,2 baths,"1,685",www.redfin.com/TX/Austin/12500-Timber-Heights-Dr-78754/home/31132614
1298000,"Undisclosed address, Austin, TX 78704",6 beds,6 baths,"4,224",www.redfin.com/TX/Austin/Undisclosed-address-78704/home/180945553
420000,"3615 Jorge Dr Unit C, Austin, TX 78731",2 beds,2.5 baths,"1,280",www.redfin.com/TX/Austin/3615-Jorge-Dr-78731/unit-C/home/31259128
275000,"11203 Ranch Road 2222 #1105, Austin, TX 78730",2 beds,2.5 baths,"1,325",www.redfin.com/TX/Austin/11203-Ranch-Road-2222-78730/unit-1105/home/31078418
890000,"5813 Sandalwood Holw, Austin, TX 78731",3 beds,3 baths,"2,500",www.redfin.com/TX/Austin/5813-Sandalwood-Holw-78731/home/31272115
475000,"1107 Winifred Dr, Austin, TX 78748",4 beds,3.5 baths,"2,155",www.redfin.com/TX/Austin/1107-Winifred-Dr-78748/home/172477724
775000,"6906 Treaty Oak Cir, Austin, TX 78749",4 beds,2 baths,"2,190",www.redfin.com/TX/Austin/6906-Treaty-Oak-Cir-78749/home/31722623
1599000,"70 Rainey St #1306, Austin, TX 78701",3 beds,3 baths,"1,743",www.redfin.com/TX/Austin/70-Rainey-St-78701/unit-1306/home/147337652
455000,"3211 Harpers Ferry Ln, Austin, TX 78745",3 beds,2 baths,"1,396",www.redfin.com/TX/Austin/3211-Harpers-Ferry-Ln-78745/home/31763296
235000,"9505 N Creek Dr, Austin, TX 78753",4 beds,1 bath,"1,284",www.redfin.com/TX/Austin/9505-N-Creek-Dr-78753/home/31498797
799000,"2323 S Lamar Blvd #335, Austin, TX 78704",2 beds,2 baths,"1,172",www.redfin.com/TX/Austin/2323-S-Lamar-Blvd-78704/unit-335/home/199966942
529000,"2323 S Lamar Blvd #403, Austin, TX 78704",1 bed,1 bath,741,www.redfin.com/TX/Austin/2323-S-Lamar-Blvd-78704/unit-403/home/199966860
341000,"Undisclosed address, Austin, TX 78723",1 bed,1 bath,815,www.redfin.com/TX/Austin/Undisclosed-address-78723/home/199966850
429000,"Undisclosed address, Austin, TX 78723",2 beds,2.5 baths,"1,281",www.redfin.com/TX/Austin/Undisclosed-address-78723/home/199966838
518000,"Undisclosed address, Austin, TX 78723",2 beds,2.5 baths,"1,700",www.redfin.com/TX/Austin/Undisclosed-address-78723/home/199966835
515000,"2709 E 5th St #1306, Austin, TX 78702",2 beds,2 baths,"1,204",www.redfin.com/TX/Austin/2709-E-5th-St-78702/unit-1306/home/199966702
475000,"1137 Richardine Ave, Austin, TX 78721",3 beds,2 baths,"1,025",www.redfin.com/TX/Austin/1137-Richardine-Ave-78721/home/31376795
1895000,"2105 Enfield Rd Unit A, Austin, TX 78703",4 beds,3.5 baths,"2,774",www.redfin.com/TX/Austin/2105-Enfield-Rd-78703/unit-A/home/59721130
1100000,"218 Encanto Pl, Austin, TX 78737",4 beds,3.5 baths,"3,328",www.redfin.com/TX/Austin/218-Encanto-Pl-78737/home/167432585
255000,"2210 Pearl St #304, Austin, TX 78705",2 beds,1 bath,513,www.redfin.com/TX/Austin/2210-Pearl-St-78705/unit-304/home/31391768
424996,"12804 Venice Ln, Austin, TX 78750",3 beds,2.5 baths,"1,787",www.redfin.com/TX/Austin/12804-Venice-Ln-78750/home/185088137
1399000,"707 Highland Ave, Austin, TX 78703",6 beds,4 baths,"3,031",www.redfin.com/TX/Austin/707-Highland-Ave-78703/home/31212886
1399000,"11209 Southwest Oaks Dr, Austin, TX 78737",7 beds,4 baths,"3,854",www.redfin.com/TX/Austin/11209-SW-Oaks-78737/home/31741964
1399000,"115 Heritage Dr, Austin, TX 78737",7 beds,4.5 baths,"4,159",www.redfin.com/TX/Austin/115-Heritage-Dr-78737/home/33807186
875000,"3417 Grimes Ranch Rd, Austin, TX 78732",4 beds,2.5 baths,"3,336",www.redfin.com/TX/Austin/3417-Grimes-Ranch-Rd-78732/home/31298595
1595000,"13612 Flat Top Ranch Rd, Austin, TX 78732",5 beds,4.5 baths,"5,777",www.redfin.com/TX/Austin/13612-Flat-Top-Ranch-Rd-78732/home/31998881
999000,"4416 S 1st St #2, Austin, TX 78745",5 beds,3.5 baths,"2,815",www.redfin.com/TX/Austin/4416-S-1st-St-78745/unit-2/home/199963007
680000,"3405 Mulberry Creek Dr, Austin, TX 78732",4 beds,2.5 baths,"3,002",www.redfin.com/TX/Austin/3405-Mulberry-Creek-Dr-78732/home/31297635
420000,"7309 Van Ness St, Austin, TX 78744",3 beds,2 baths,"1,821",www.redfin.com/TX/Austin/7309-Van-Ness-St-78744/home/144006575
1099000,"1600 Barton Springs Rd Unit 5406, Austin, TX 78704",2 beds,2.5 baths,"1,597",www.redfin.com/TX/Austin/1600-Barton-Springs-Rd-78704/unit-5406/home/31158506
225000,"3819 Southway Dr #120, Austin, TX 78704",1 bed,1 bath,620,www.redfin.com/TX/Austin/3819-Southway-Dr-78704/unit-120/home/108447619
199000,"3819 Southway Dr #208, Austin, TX 78704",0 beds,1 bath,420,www.redfin.com/TX/Austin/3819-Southway-Dr-78704/unit-208/home/190706292
260000,"3819 Southway Dr #104, Austin, TX 78704",2 beds,1 bath,820,www.redfin.com/TX/Austin/3819-Southway-Dr-78704/unit-104/home/198362366
950000,"9812 Whitley Bay Dr, Austin, TX 78717",5 beds,3.5 baths,"4,183",www.redfin.com/TX/Austin/9812-Whitley-Bay-Dr-78717/home/33003364
775000,"7905 Floracita Ln, Austin, TX 78735",3 beds,2.5 baths,"1,922",www.redfin.com/TX/Austin/7905-Floracita-Ln-78735/home/199960442
425000,"2505 Thornton Rd #1308, Austin, TX 78704",2 beds,2 baths,"1,077",www.redfin.com/TX/Austin/2505-Thornton-Rd-78704/unit-1308/home/199959299
255000,"2505 Thornton Rd #1105, Austin, TX 78704",0 beds,1 bath,520,www.redfin.com/TX/Austin/2505-Thornton-Rd-78704/unit-1105/home/195045823
925000,"44 East Ave #1607, Austin, TX 78701",2 beds,2 baths,"1,221",www.redfin.com/TX/Austin/44-East-Ave-78701/unit-1607/home/172471181
1250000,"3707 Wyldwood Rd, Austin, TX 78739",5 beds,2 baths,"1,394",www.redfin.com/TX/Austin/3707-Wyldwood-Rd-78739/home/31816681
299000,"4905 Nesting Way, Austin, TX 78744",5 beds,2 baths,"1,276",www.redfin.com/TX/Austin/4905-Nesting-Way-78744/home/31785724
688500,"2703 Gettysburg Dr, Austin, TX 78745",3 beds,2.5 baths,"1,555",www.redfin.com/TX/Austin/2703-Gettysburg-Dr-78745/home/31771706
350000,"806 Calico Dr, Austin, TX 78748",3 beds,2 baths,"1,370",www.redfin.com/TX/Austin/806-Calico-Dr-78748/home/31809404
1023090,"277 Leaning Rock Rdg, Austin, TX 78737",5 beds,4.5 baths,"3,732",www.redfin.com/TX/Austin/277-Leaning-Rock-Rdg-78737/home/197881040
400960,"4917 Stockton Ln, Del Valle, TX 78617",4 beds,2.5 baths,"2,334",www.redfin.com/TX/Del-Valle/4917-Stockton-Ln-78617/home/176232694
750000,"3213 Summer Canyon Dr, Austin, TX 78732",4 beds,2.5 baths,"3,057",www.redfin.com/TX/Austin/3213-Summer-Canyon-Dr-78732/home/31987466
648500,"1702 Miriam Ave, Austin, TX 78702",3 beds,2 baths,"1,525",www.redfin.com/TX/Austin/1702-Miriam-Ave-78702/home/31385036
1330000,"3711 Cedar St, Austin, TX 78705",4 beds,4 baths,"2,515",www.redfin.com/TX/Austin/3711-Cedar-St-78705/home/31415883
445455,"4916 Stockton Ln, Del Valle, TX 78617",5 beds,3 baths,"2,585",www.redfin.com/TX/Del-Valle/4916-Stockton-Ln-78617/home/176232670
1497693,"4203 Prevail Ln, Austin, TX 78731",4 beds,5 baths,"3,839",www.redfin.com/TX/Austin/4203-Prevail-Ln-78731/home/187494280
1700052,"4201 Prevail Ln, Austin, TX 78731",4 beds,5 baths,"3,839",www.redfin.com/TX/Austin/4201-Prevail-Ln-78731/home/187494279
359955,"14100 Avery Ranch Blvd #403, Austin, TX 78717",3 beds,2.5 baths,"1,747",www.redfin.com/TX/Austin/14100-Avery-Ranch-Blvd-78717/unit-403/home/32635840
220000,"2302 East Side Dr #6, Austin, TX 78704",1 bed,1 bath,482,www.redfin.com/TX/Austin/2302-East-Side-Dr-78704/unit-6/home/31065535
1375000,"6501 Staghorn Cv, Austin, TX 78759",5 beds,4 baths,"3,700",www.redfin.com/TX/Austin/6501-Staghorn-Cv-78759/home/31315177
4500000,"210 Lavaca St #3504, Austin, TX 78701",3 beds,3.5 baths,"2,899",www.redfin.com/TX/Austin/210-Lavaca-St-78701/unit-3504/home/40038594
519750,"1612 Arcilla St, Austin, TX 78741",4 beds,2.5 baths,"1,953",www.redfin.com/TX/Austin/1612-Arcilla-St-78741/home/109913385
269900,"13205 Vizquel Loop, Del Valle, TX 78617",4 beds,2.5 baths,"2,640",www.redfin.com/TX/Del-Valle/13205-Vizquel-Loop-78617/home/31992405
399999,"11418 Birchover Ln, Austin, TX 78754",3 beds,2 baths,"1,660",www.redfin.com/TX/Austin/11418-Birchover-Ln-78754/home/31488552
449000,"3405 Dunliegh Dr, Austin, TX 78745",3 beds,2 baths,"1,163",www.redfin.com/TX/Austin/3405-Dunliegh-Dr-78745/home/31773289
350000,"7001 Woodhue Dr Unit A, Austin, TX 78745",2 beds,1.5 baths,"1,044",www.redfin.com/TX/Austin/7001-Woodhue-Dr-78745/unit-A/home/31769351
760000,"3504 Clawson Rd #7, Austin, TX 78704",3 beds,3.5 baths,"1,905",www.redfin.com/TX/Austin/3504-Clawson-Rd-78704/unit-7/home/144003020
280000,"2900 S Lakeline Blvd #124, Cedar Park, TX 78613",3 beds,2 baths,"1,792",www.redfin.com/TX/Cedar-Park/2900-S-Lakeline-Blvd-78613/unit-124/home/32570495
314990,"2317 Santa Maria St, Austin, TX 78702",2 beds,1 bath,"1,182",www.redfin.com/TX/Austin/2317-Santa-Maria-St-78702/home/109936596
449900,"1307 Norwalk Ln #206, Austin, TX 78703",3 beds,2 baths,"1,000",www.redfin.com/TX/Austin/1307-Norwalk-Ln-78703/unit-206/home/31160119
529000,"12624 Twisted Briar Ln, Austin, TX 78729",3 beds,2 baths,"1,888",www.redfin.com/TX/Austin/12624-Twisted-Briar-Ln-78729/home/32874782
1195000,"1703 Miami Dr, Austin, TX 78733",4 beds,3.5 baths,"2,597",www.redfin.com/TX/Austin/1703-Miami-Dr-78733/home/194149882
199000,"8611 Georgian Dr, Austin, TX 78753",3 beds,1.5 baths,960,www.redfin.com/TX/Austin/8611-Georgian-Dr-78753/home/31489013
888888,"701 Zennia St Unit B, Austin, TX 78751",4 beds,2.5 baths,"1,845",www.redfin.com/TX/Austin/701-Zennia-St-78751/unit-B/home/172469327
229900,"11901 Swearingen Dr #113, Austin, TX 78758",2 beds,1 bath,752,www.redfin.com/TX/Austin/11901-Swearingen-Dr-78758/unit-113/home/31534820
255000,"2220 Webberville Rd #225, Austin, TX 78702",0 beds,1 bath,527,www.redfin.com/TX/Austin/2220-Webberville-Rd-78702/unit-225/home/179147457
615000,"13116 Wingate Way, Austin, TX 78727",4 beds,2.5 baths,"2,515",www.redfin.com/TX/Austin/13116-Wingate-Way-78727/home/105523822
599000,"5705 Taunton Dr, Austin, TX 78723",3 beds,3.5 baths,"2,046",www.redfin.com/TX/Austin/5705-Taunton-Dr-78723/home/177489366
415000,"9506 Mountain Quail Rd, Austin, TX 78758",3 beds,2 baths,"1,444",www.redfin.com/TX/Austin/9506-Mountain-Quail-Rd-78758/home/31513491
1300000,"98 San Jacinto Blvd #1803, Austin, TX 78701",1 bed,1 bath,"1,060",www.redfin.com/TX/Austin/98-San-Jacinto-Blvd-78701/unit-1803/home/40131020
829500,"1404 Garden St Unit 2B, Austin, TX 78702",2 beds,2 baths,"1,479",www.redfin.com/TX/Austin/1404-Garden-St-78702/unit-2B/home/199943330
950000,"5207 Valley Oak Dr, Austin, TX 78731",4 beds,3 baths,"1,850",www.redfin.com/TX/Austin/5207-Valley-Oak-Dr-78731/home/31253598
125000,"6903 Deatonhill Dr #16, Austin, TX 78745",1 bed,1 bath,476,www.redfin.com/TX/Austin/6903-Deatonhill-Dr-78745/unit-16/home/31966334
899000,"12505 Stapp Ct, Austin, TX 78732",4 beds,3.5 baths,"3,700",www.redfin.com/TX/Austin/12505-Stapp-Ct-78732/home/31297645
399000,"2323 S Lamar Blvd #339, Austin, TX 78704",0 beds,1 bath,520,www.redfin.com/TX/Austin/2323-S-Lamar-Blvd-78704/unit-339/home/199936693
1225000,"1711 Singleton Ave, Austin, TX 78702",5 beds,3 baths,"2,001",www.redfin.com/TX/Austin/1711-Singleton-Ave-78702/home/31384216
750000,"3405 Woodrow St, Austin, TX 78705",3 beds,3 baths,"1,084",www.redfin.com/TX/Austin/3405-Woodrow-St-78705/home/182529602
310000,"3701 Bronco Bend Loop, Austin, TX 78744",3 beds,2 baths,"1,436",www.redfin.com/TX/Austin/3701-Bronco-Bend-Loop-78744/home/31101675
825000,"1505 Summit St, Austin, TX 78741",4 beds,2 baths,"2,259",www.redfin.com/TX/Austin/1505-Summit-St-78741/home/31624310
699000,"9400 Bayshore Bnd, Austin, TX 78726",4 beds,3 baths,"2,216",www.redfin.com/TX/Austin/9400-Bayshore-Bnd-78726/home/179944104
450000,"5706 Cherry Creek Dr, Austin, TX 78745",4 beds,2 baths,"1,800",www.redfin.com/TX/Austin/5706-Cherry-Creek-Dr-78745/home/31962126
2250000,"4710 Eck Ln, Austin, TX 78734",5 beds,5 baths,"5,291",www.redfin.com/TX/Austin/4710-Eck-Ln-78734/home/31317036
134800,"12166 Metric Blvd Blvd #340, Austin, TX 78758",1 bed,1 bath,657,www.redfin.com/TX/Austin/12166-Metric-Blvd-78758/unit-340/home/31133949
345000,"1300 Tuxford Cv, Austin, TX 78753",3 beds,2.5 baths,"1,487",www.redfin.com/TX/Austin/1300-Tuxford-Cv-78753/home/31526425
449900,"13215 Woodthorpe St, Austin, TX 78729",3 beds,2 baths,"1,775",www.redfin.com/TX/Austin/13215-Woodthorpe-St-78729/home/32759902
470000,"299 Limestone Trl, Austin, TX 78737",4 beds,2.5 baths,"2,819",www.redfin.com/TX/Austin/299-Limestone-Trl-78737/home/199408680
